City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
408,praia da vitoria,38.7333,-27.0667,17.14,94,75,10.61,PT,1734273580
409,saratoga springs,43.0831,-73.7846,-5.05,57,91,0.95,US,1734273522
410,rio grande,-32.035,-52.0986,20.11,83,99,6.58,BR,1734273502
411,beroroha,-21.6667,45.1667,38.37,17,78,1.55,MG,1734273583
412,uruzgan,32.8333,66.0,7.03,57,100,2.09,AF,1734273584
413,papao,-17.75,-149.55,25.82,66,100,1.79,PF,1734273585
414,bundibugyo,0.7414,30.0417,29.71,44,97,0.77,UG,1734273587
415,kishtwar,33.3167,75.7667,9.5,28,100,2.46,IN,1734273588
416,jayapura,-2.5333,140.7,25.66,89,99,1.58,ID,1734273589
417,howrah,22.5892,88.3103,20.0,56,0,0.0,IN,1734273590
418,sincik,38.0368,38.6149,-3.51,47,7,0.97,TR,1734273591
419,ust-nera,64.5667,143.2,-30.19,96,63,0.43,RU,1734273592
420,garissa,-0.4536,39.6401,33.14,41,98,1.22,KE,1734273593
421,araripina,-7.5761,-40.4983,32.05,36,76,3.39,BR,1734273595
422,kanniyakumari,8.0833,77.5667,26.0,68,35,8.11,IN,1734273596
423,gebeit,21.0667,36.3167,21.29,45,0,6.16,SD,1734273597
424,uige,-7.6087,15.0613,25.16,88,58,0.73,AO,1734273598
425,mitsamiouli,-11.3847,43.2844,28.21,80,97,5.49,KM,1734273599
426,roma,43.2128,-75.4557,-2.95,74,0,4.12,US,1734273364
427,boende,-0.2167,20.8667,33.45,45,93,2.55,CD,1734273601
428,vila velha,-20.3297,-40.2925,30.97,70,20,4.92,BR,1734273603
429,tobol'sk,58.2,68.2667,-12.66,87,100,5.84,RU,1734273604
430,vilyuysk,63.7553,121.6247,-27.65,95,36,2.64,RU,1734273605
431,shalya,57.2471,58.7298,-16.52,93,100,4.93,RU,1734273606
432,micheweni,-4.9667,39.8333,27.84,81,83,6.6,TZ,1734273607
433,igrim,63.1906,64.4162,-15.24,95,100,3.49,RU,1734273609
434,gorno-altaysk,51.9561,85.955,-6.21,89,100,1.22,RU,1734273611
435,itaparica,-12.8883,-38.6786,27.42,74,93,4.97,BR,1734273612
436,joetsu,37.1483,138.2364,5.62,87,99,9.5,JP,1734273613
437,akureyri,65.6835,-18.0878,-2.04,80,75,4.63,IS,1734273384
438,port-vila,-17.7338,168.3219,22.78,100,20,0.51,VU,1734273397
439,fontaine-les-dijon,47.3424,5.0201,5.56,81,100,2.57,FR,1734273616
440,thunder bay,48.4001,-89.3168,0.99,86,100,2.06,CA,1734273618
441,bucyrus,40.8084,-82.9755,4.41,92,100,7.98,US,1734273619
442,rabo de peixe,37.8,-25.5833,17.77,99,40,9.26,PT,1734273620
443,shawano,44.7822,-88.609,1.0,99,100,2.2,US,1734273369
444,prado,-17.3411,-39.2208,28.99,67,100,6.92,BR,1734273622
445,calvinia,-31.4707,19.776,22.25,36,11,10.3,ZA,1734273623
446,san andres,12.5847,-81.7006,29.01,65,20,4.63,CO,1734273624
447,sarupathar,26.1984,93.8094,14.95,81,0,1.04,IN,1734273626
448,lasem,-6.6922,111.4527,24.54,98,100,4.41,ID,1734273627
449,saldanha,-33.0117,17.9442,19.03,69,100,7.56,ZA,1734273628
450,kuanda,56.3161,116.0806,-24.3,95,36,0.02,RU,1734273629
451,gaigeturi,33.4644,126.3183,9.03,49,75,6.69,KR,1734273630
452,yashkino,55.8736,85.4265,-3.65,86,100,3.41,RU,1734273631
453,ebon,4.582,168.6964,28.38,69,91,7.26,MH,1734273632
454,gadzhiyevo,69.2551,33.3362,-19.61,100,100,4.21,RU,1734273634
455,sisimiut,66.9395,-53.6735,-8.03,82,100,1.76,GL,1734273635
456,fang,19.9169,99.2145,19.66,95,100,0.91,TH,1734273636
457,cuito,-12.3833,16.9333,25.24,54,22,1.11,AO,1734273637
458,calabozo,8.9242,-67.4293,32.87,44,0,4.23,VE,1734273638
459,chambarak,40.5966,45.355,-6.25,66,69,1.99,AM,1734273640
460,linxia chengguanzhen,35.6003,103.2064,-10.13,79,2,1.72,CN,1734273551
461,lautoka,-17.6167,177.4667,22.92,83,20,2.57,FJ,1734273642
462,crane,31.3974,-102.3501,13.1,94,66,5.94,US,1734273644
463,brak,27.5496,14.2714,21.27,27,86,2.3,LY,1734273645
464,hola,51.5377,23.1902,1.21,83,88,7.76,PL,1734273646
465,mccook,40.2019,-100.6257,-5.97,93,0,2.06,US,1734273647
